"K008552"	(2342.631376,0.000404179067)
"N000518"	(2044.554976,0.001734697318)
"G011438"	(2366.105684,0.002006724816)
"L007602"	(1373.478997,0.001163535028)
"D000488"	(2674.453421,0.002269456205)
"N012492"	(2147.478458,0.001819579252)
"M015210"	(1638.304406,0.001389002952)
"P016334"	(2096.376921,0.001779408295)
"F013461"	(330.0305263,0.000280080088)
"D001029"	(1135.624888,0.001827307023)
"H013565"	(2701.758166,0.004349025399)
"N010503"	(1232.602498,0.001984984614)
"O010727"	(2531.040289,0.004073048058)
"M002593"	(416.3387454,0.0006703706243)
"K013294"	(884.8613091,0.001423853187)
"P012453"	(2663.645908,0.004286317237)
"K015426"	(2226.302924,0.003580360844)
"M013417"	(1195.777753,0.001923561262)
"C005863"	(866.6370666,0.001394698234)
"G000144"	(2286.02659,0.00367945694)
"H012281"	(1521.526291,0.002448458922)
"B015763"	(107.2406123,0.0001723368081)
"B004513"	(186.6172026,0.000300135603)
"J010027"	(1241.357011,0.001997577325)
"A003401"	(1074.74783,0.001728246987)
"L010284"	(2605.366801,0.001173558173)
"J005644"	(2298.775409,0.001031325625)
"O006585"	(2387.910449,0.001072362221)
"H004530"	(2352.215744,0.00105692731)
"I008078"	(1012.680545,0.0004556294917)
"B010847"	(1868.073975,0.0008406487296)
"H016124"	(1801.429011,0.0008101558599)
"B011429"	(2593.352987,0.001166496078)
"K000848"	(2272.291166,0.001023031867)
"B003577"	(1184.644604,0.0005327287725)
"P012821"	(813.1818466,0.000364980972)
"A015303"	(2573.764804,0.001160116857)
"G009853"	(1941.336774,0.0008710872858)
"C013747"	(2611.200365,0.001172130829)
"N011768"	(2852.701287,0.001282302893)
"G005943"	(2480.199995,0.001114122353)
"M000141"	(2027.816151,0.001907377885)
"A005882"	(1612.628526,0.001515891386)
"P007067"	(1604.845921,0.001508975241)
"H009926"	(2986.061504,0.002808548012)
"H014894"	(3138.728789,0.002954705034)
"H003060"	(1986.539653,0.001870209191)
"I010822"	(2465.312415,0.002318490494)
"J003046"	(2441.357582,0.002296117845)
"A003910"	(1308.345794,0.001230731406)
"F009540"	(1111.281289,0.001045472493)
"D002840"	(2537.519462,0.002387813931)
"A004160"	(1923.847359,0.001810048745)
"L000625"	(1460.582349,0.001372479017)
"A009809"	(2861.02693,0.002690185849)
"B000519"	(2394.150514,0.00225101958)
"E007715"	(2395.391195,0.002252166133)
"J010046"	(1665.441848,0.00178207193)
"N014399"	(1355.243576,0.001451320983)
"C002483"	(2419.840895,0.002583355081)
"I011709"	(1628.680274,0.001745107045)
"E006102"	(182.8686006,0.0001960017571)
"E008430"	(2408.242723,0.002576249748)
"M009621"	(1312.130153,0.001405157766)
"B015902"	(2506.805551,0.002681605785)
"J006179"	(2490.517148,0.002665499744)
"O014914"	(2135.48247,0.002287709302)
"H013879"	(210.8273512,0.0002257688873)
"I009613"	(2722.299102,0.002914131357)
"C007396"	(2766.612335,0.002962152442)
"J003684"	(335.9786285,0.0003598836029)
"F001270"	(2166.62157,0.002320205834)
"E011224"	(2352.366983,0.002518415984)
"J005031"	(2697.978231,0.00145346242)
"D016032"	(2600.556589,0.001398545646)
"G005731"	(2647.651779,0.001425469037)
"I015420"	(2673.553855,0.001441055507)
"O008953"	(1434.670097,0.0007733252247)
"N008375"	(2526.38422,0.001361433403)
"F000571"	(3088.987643,0.001663188726)
"A008421"	(1090.491389,0.0005876259101)
"J003059"	(256.0394574,0.0001375296702)
"K011597"	(2730.688598,0.001469671673)
"P009461"	(2565.920291,0.001379573281)
"J014632"	(2581.410019,0.001389860025)
"A016319"	(715.7759301,0.0003851183538)
"G004097"	(2886.59205,0.001552276686)
"N014797"	(1933.239432,0.00104062407)
"D007524"	(1008.09813,0.0005420699618)
"G014936"	(2694.641157,0.001221634101)
"Q000992"	(205.3621449,9.400207252e-05)
"H000406"	(1733.20477,0.0007861191658)
"L013270"	(1568.52934,0.0007120924019)
"N005520"	(2642.652193,0.001198145172)
"N003283"	(2027.418108,0.0009192198299)
"J011447"	(1122.651575,0.0005096279294)
"O006256"	(1103.60473,0.0005012195477)
"D007368"	(2736.009612,0.001238062286)
"O010908"	(1849.422022,0.0008386534561)
"B004079"	(2212.79712,0.001002675763)
"L009899"	(209.4304993,9.457190234e-05)
"N009777"	(2339.967893,0.001060304124)
"G010728"	(1641.173272,0.0007425729413)
"M013872"	(1792.816436,0.0008122828802)
"I007995"	(517.9371123,0.000234846603)
"P006261"	(2089.370476,0.0007068015471)
"I008733"	(1424.582844,0.0004799147278)
"D014656"	(1042.010386,0.0003518999173)
"K007933"	(2349.287129,0.0007923979466)
"A004830"	(1132.646416,0.0003807627321)
"F013776"	(2496.799101,0.0008438665564)
"H012354"	(1489.257672,0.0005018075689)
"O014976"	(2195.510793,0.0007403257934)
"K006664"	(660.7149173,0.0002229463661)
"N004062"	(572.9727891,0.0001925459647)
"K005683"	(2906.037752,0.0009805854856)
"P001137"	(2620.740474,0.0008810884754)
"K001706"	(1608.04309,0.0005424532593)
"D007649"	(2811.382937,0.0009492560197)
"N009662"	(3232.668745,0.001089541489)
"A013111"	(2234.209745,0.0007549229538)
"C006608"	(2870.341253,0.003098445055)
"E001075"	(1691.701586,0.001826752265)
"K013669"	(1413.373371,0.001525171575)
"D008294"	(2211.631347,0.002387188464)
"B004238"	(2270.836219,0.002448498247)
"K000861"	(1704.724286,0.001838455354)
"C000794"	(426.2409415,0.0004596125404)
"P011790"	(2103.64694,0.002269646586)
"P008049"	(1392.88651,0.001502994387)
"H001982"	(2833.29039,0.003057517279)
"F014762"	(2444.83005,0.002638379178)
"P014844"	(855.5700698,0.0009225603528)
"N008372"	(2498.928106,0.002697166556)
"F016014"	(2381.664511,0.002570107572)
"N003282"	(2629.608108,0.002837355014)
"J000224"	(27.35520439,2.929542375e-05)
"L013590"	(2632.97946,0.003045445062)
"H002988"	(1632.660127,0.00188922882)
"J008659"	(2406.988349,0.002784921374)
"E001594"	(1148.045318,0.001327643479)
"P013449"	(2837.403586,0.003361196255)
"C002121"	(1871.270121,0.002172012577)
"H007856"	(778.1944225,0.0009024085172)
"K001741"	(2260.798518,0.002614118035)
"O011392"	(2364.877986,0.002736438293)
"J008420"	(2508.354527,0.002900367451)
"K011340"	(894.6551758,0.001033396841)
"H014926"	(2336.794022,0.002703173251)
"I013490"	(1953.743242,0.002259360803)
"J012258"	(926.508651,0.001071526135)
"P011013"	(2129.702958,0.002463292168)
"C014838"	(1388.637296,0.001605861543)
"L006886"	(1063.813107,-0.0004548197096)
"K012177"	(2004.824958,-0.0008584922877)
"M007414"	(876.0949922,-0.0003747217601)
"N000028"	(1845.54838,-0.0007883498247)
"P001576"	(2106.254724,-0.0009000383758)
"F000725"	(2126.453001,-0.0009090793496)
"P011706"	(1830.11013,-0.0007844086048)
"G013858"	(1244.322206,-0.0005328854264)
"L007112"	(2796.68064,-0.00119779364)
"F015250"	(1878.486495,-0.0008046001777)
"N001634"	(1845.850507,-0.0007896577642)
"E000276"	(2619.876378,-0.001121584058)
"K013258"	(237.46417,-0.0001018267131)
"E004783"	(984.0791733,-0.000422179146)
"J012619"	(2411.748933,-0.001031661641)
"P010012"	(2314.500621,-0.0009905324953)
"K013334"	(2620.842611,0.001403023615)
"F011446"	(2428.634553,0.001297610285)
"Q000986"	(915.7099428,0.0004903643316)
"M003070"	(955.400159,0.0005102172296)
"H003641"	(2391.983798,0.001280250427)
"N009877"	(2083.13232,0.001113242592)
"E008644"	(1612.847485,0.0008621786994)
"M011320"	(1462.629738,0.0007823867742)
"O013746"	(1600.465663,0.0008554730989)
"N007544"	(1649.108961,0.0008827577987)
"H013508"	(555.1178415,0.0002960824515)
"F006290"	(2148.278795,0.001146896854)
"G011842"	(2389.902366,0.001276804424)
"N003508"	(160.5365743,8.559601009e-05)
"O006865"	(1439.233961,0.0007679386473)
"H008406"	(3031.950994,0.001620493074)
"M008172"	(360.547132,0.0002739807583)
"P010933"	(2365.497503,0.001797598994)
"P006272"	(1855.176418,0.001406068017)
"N000933"	(1989.961548,0.001509820782)
"M012761"	(1957.934399,0.001489028719)
"D001921"	(2225.270029,0.001688925254)
"N001082"	(284.545746,0.0002162109425)
"C000233"	(2338.46066,0.001777031929)
"J013242"	(2651.159002,0.002012648331)
"C006309"	(2358.742041,0.001791780695)
"K001987"	(2147.707986,0.001631454854)
"M003936"	(1933.823701,0.001468602191)
"O009071"	(2127.050119,0.001614241679)
"K000146"	(1337.439615,0.001014549928)
"C000271"	(1901.783335,0.001445432946)
"P000507"	(1228.914105,0.000933209586)
"H004473"	(555.5208866,8.840904906e-05)
"G011080"	(2456.225673,0.0003899728864)
"F013372"	(1585.363413,0.000251686763)
"M012424"	(2193.124536,0.0003462960712)
"B005398"	(1075.617439,0.0001710172344)
"P011284"	(1547.822939,0.0002461279815)
"A008867"	(2544.340487,0.0004020793012)
"F008019"	(2191.44873,0.0003460149601)
"J001353"	(1855.156957,0.0002941588553)
"G000835"	(2577.062451,0.000406560097)
"G012027"	(996.8822322,0.0001573557996)
"C004378"	(133.6531055,2.086311733e-05)
"O016189"	(2273.392643,0.0003592775599)
"P008829"	(2331.735459,0.0003684124462)
"B010194"	(134.5889224,2.106036969e-05)
"L011662"	(1204.358305,0.0001902433173)
"N011167"	(572.9724687,-7.675007849e-05)
"E001457"	(2595.721193,-0.0003420001199)
"F015851"	(134.3370796,-1.839958743e-05)
"O013657"	(2306.722548,-0.0003039764036)
"B005383"	(2319.807062,-0.0003061754147)
"I011295"	(2797.159595,-0.0003712287382)
"Q000483"	(186.7515737,-2.504343933e-05)
"G007344"	(81.15738961,-1.110194197e-05)
"C006325"	(79.98892818,-9.482257714e-06)
"N010253"	(1877.763462,-0.0002489996216)
"J004834"	(2914.032619,-0.0003855965573)
"C016026"	(260.6589871,-3.460669997e-05)
"N005719"	(1413.688924,-0.0001864447074)
"Q000318"	(2871.037027,-0.0003799033415)
"N007147"	(1802.060651,-0.0002387315992)
"H011709"	(262.7936764,-3.460241866e-05)
"B004120"	(2026.386101,0.001070864876)
"G000383"	(1869.774981,0.0009893647046)
"N007728"	(2359.423461,0.001248938004)
"J003148"	(2446.600508,0.001295510997)
"B008056"	(2786.690515,0.001468411478)
"O006366"	(2623.193915,0.001386671499)
"C007788"	(2776.483104,0.001468071428)
"I004586"	(1345.336708,0.0007110221658)
"O001007"	(660.3578023,0.0003489077369)
"O006222"	(2853.231898,0.001506751345)
"A008990"	(2444.101149,0.001292602024)
"I010427"	(2293.498925,0.001212762136)
"O003425"	(1489.980773,0.0007873262079)
"C014270"	(2513.931475,0.001327767044)
"H007048"	(2368.210181,0.001250176908)
"C000773"	(2705.893686,0.001429054372)
"H013019"	(2503.691191,0.0006361474945)
"M016276"	(2622.284994,0.0006666088203)
"I006184"	(2994.953724,0.000762583333)
"C013934"	(2556.218134,0.0006498331115)
"G005966"	(637.5620243,0.000161779396)
"B009288"	(2658.39045,0.0006686447305)
"J001554"	(1390.550636,0.0003539183897)
"C011786"	(2504.458281,0.000636866146)
"P002164"	(685.9809274,0.0001737017964)
"H002353"	(1509.97209,0.0003847573952)
"L000700"	(2736.276487,0.0006965766558)
"P011291"	(333.8215792,8.473176196e-05)
"P007210"	(1141.13224,0.000289731741)
"F000012"	(1504.288388,0.0003827741845)
"O006433"	(2565.096873,0.0006522743564)
"F012458"	(694.3783031,0.0001761178565)
"H014574"	(2159.93361,0.003930031582)
"L011012"	(2320.535868,0.004216417065)
"F010325"	(2335.523469,0.004244799381)
"A009693"	(2297.008395,0.004174651521)
"P014565"	(2495.978395,0.004535878772)
"D012556"	(2735.002574,0.004971428428)
"I001437"	(1470.006387,0.002670191597)
"K002100"	(2519.545088,0.004578012369)
"P006755"	(2777.441072,0.005048390771)
"G009699"	(2472.51218,0.00449350241)
"C001187"	(2704.096373,0.004913337042)
"G013495"	(1670.506939,0.00303793145)
"B011632"	(107.9159259,0.000196274808)
"F011797"	(556.9987459,0.001011158109)
"B010648"	(1076.442563,0.001953292854)
"K015690"	(1202.928466,0.002187081479)
"K016383"	(2283.965545,0.001878530561)
"A007077"	(2702.516063,0.002221900753)
"I001720"	(2610.391953,0.002145415403)
"K007173"	(2443.217178,0.002011279289)
"K014712"	(2962.811763,0.002438034308)
"N000991"	(1355.112141,0.001115304091)
"F010806"	(2336.140085,0.001922633342)
"J009188"	(1786.708303,0.0014714983)
"J000466"	(2824.740525,0.002325123675)
"H012080"	(380.053059,0.0003131784853)
"M007523"	(2160.929279,0.0017792889)
"J009648"	(859.4693917,0.0007060633266)
"F012145"	(1021.917707,0.0008405505719)
"F006055"	(1799.872494,0.001480626048)
"K004768"	(1628.383853,0.001341649176)
"O005105"	(1761.037203,0.001449177206)
"N009680"	(160.5364447,0.0001704180888)
"L004891"	(2286.652942,0.002425441597)
"J004349"	(591.7312414,0.0006282191418)
"G006398"	(2504.95625,0.002656865774)
"M004633"	(2886.430455,0.003063793757)
"G004107"	(2365.978958,0.002510694224)
"E000275"	(671.163435,0.0007116232905)
"N013020"	(2475.870772,0.002625872627)
"F005134"	(901.723426,0.0009556358697)
"K002710"	(1912.50541,0.002026522618)
"K008061"	(2096.929702,0.002225701784)
"I000497"	(898.861235,0.0009536896037)
"O007464"	(405.5454851,0.0004300423047)
"M015056"	(2212.98614,0.002346711779)
"K008241"	(398.512225,0.0004222511396)
"N003050"	(2746.676344,0.002910838137)
"O015924"	(2807.666557,0.002099433444)
"A004385"	(2073.930296,0.001549092599)
"F000205"	(2032.276763,0.001519305116)
"E010194"	(2623.361522,0.001959745895)
"P014964"	(2173.7205,0.001625102334)
"C016052"	(1630.26425,0.001219879547)
"P000506"	(81.77681146,6.083509456e-05)
"L016016"	(470.3986785,0.00035026757)
"H005622"	(2196.071374,0.001642057469)
"K006921"	(2609.437451,0.001953664273)
"A003875"	(1054.805672,0.0007868477003)
"C010244"	(2573.222912,0.001924141447)
"E000929"	(1048.289408,0.0007833555071)
"D002627"	(1704.542697,0.001274909622)
"F005388"	(2814.705772,0.002103800822)
"P013286"	(2444.398599,0.001825867927)
"P005788"	(2080.799884,0.0009855829465)
"P013687"	(2513.171868,0.001189651589)
"N011891"	(2531.185714,0.00119649447)
"N014310"	(2686.929763,0.001279175433)
"A006513"	(2629.323474,0.001242593607)
"K001776"	(2524.529914,0.001194388558)
"I014874"	(2184.577159,0.001031595448)
"I004930"	(2258.255868,0.001069094355)
"E012442"	(1459.076986,0.0006896282775)
"J002433"	(1241.356655,0.0005864187081)
"D000202"	(816.4249336,0.0003861334738)
"A006693"	(2473.38762,0.00116920734)
"M002505"	(2908.354223,0.001376343153)
"H009981"	(2146.801714,0.00101598527)
"J007100"	(2290.815108,0.001084114567)
"M014056"	(2522.694541,0.001196236557)
"K012370"	(2447.436995,0.0008896515659)
"P015417"	(1622.972348,0.0005916526816)
"L015825"	(1295.660825,0.000467265258)
"K007234"	(2715.172488,0.0009885229075)
"J002472"	(133.6197973,4.837320733e-05)
"F016077"	(1987.937347,0.0007215975718)
"A001878"	(1674.234474,0.0006101716094)
"D010745"	(1262.071808,0.000457650483)
"D010212"	(2730.938245,0.000993131614)
"C009328"	(2607.493073,0.0009491671239)
"A015510"	(526.7487671,0.0001915244776)
"L013006"	(898.7484328,0.000326319762)
"C009460"	(1023.95997,0.0003726739951)
"I012357"	(2639.620917,0.0009604070312)
"N006562"	(2608.209418,0.0009494113)
"C004975"	(433.4528839,0.0001586280769)
"I004426"	(2798.918054,0.001055165011)
"N006858"	(2626.340831,0.0009900088706)
"G000698"	(2627.08828,0.0009904950292)
"C012228"	(2584.217711,0.0009744842726)
"O005308"	(378.7692517,0.0001431267319)
"O005148"	(2567.979694,0.0009683349018)
"F010341"	(897.9315576,0.0003380155667)
"I010479"	(2495.875146,0.0009397572286)
"A007304"	(1787.03236,0.0006719422883)
"I011999"	(669.9536185,0.0002525490666)
"F014805"	(3075.382764,0.001158939846)
"A015751"	(1574.325492,0.0005927026536)
"I002634"	(1836.907538,0.0006911808718)
"I001681"	(2949.721579,0.001110175897)
"F008501"	(1331.363103,0.0005013506973)
"F005014"	(1480.742843,0.0005573974761)
"F002671"	(1969.847091,0.001825456505)
"A016337"	(1552.052112,0.001438974846)
"K015971"	(2617.862623,0.002425467714)
"G016151"	(2231.775578,0.002068714507)
"P005212"	(1571.200345,0.001456215376)
"D004032"	(54.00219005,5.008563724e-05)
"P005313"	(2547.613911,0.002361506385)
"Q001664"	(381.33098,0.0003532186344)
"C010996"	(2348.042959,0.002176885817)
"O011548"	(2410.365652,0.002233006025)
"M005349"	(2833.390205,0.002624067824)
"F014430"	(2378.831619,0.00220743162)
"B000767"	(1592.70433,0.001474999939)
"K009255"	(1588.074163,0.00147164743)
"F001594"	(2364.358253,0.002191415054)
"G016271"	(1818.621928,0.001685774016)
"Q000961"	(915.7074043,0.0008690545151)
"F003848"	(266.2132937,0.000252400494)
"I014587"	(2248.209485,0.002131649481)
"I013237"	(454.2936244,0.0004310464089)
"G009562"	(2366.101411,0.002239534861)
"D003399"	(2402.614013,0.002276752148)
"F008308"	(54.20175843,5.128936705e-05)
"F003071"	(1362.889906,0.001291705655)
"E014683"	(2496.124468,0.002366679015)
"J011139"	(1991.680039,0.001887707159)
"I006885"	(1895.083681,0.001795755909)
"I010877"	(2221.33154,0.002103010555)
"B006967"	(2323.911685,0.002202862136)
"N001162"	(1310.236949,0.001241002103)
"C009285"	(1123.02223,0.001063609952)
"H000399"	(3074.387987,0.00291212537)
"L007873"	(2004.021385,-0.0009747168757)
"G008181"	(2456.226545,-0.00119292687)
"A012396"	(941.2706771,-0.0004570720993)
"E009451"	(2216.920693,-0.00107796878)
"H009740"	(2189.847944,-0.001063719167)
"M005610"	(844.4637444,-0.000410152064)
"J007510"	(1468.126082,-0.0007136982446)
"E013777"	(2515.932554,-0.001224508896)
"I013433"	(2549.32187,-0.001241089505)
"I009081"	(1355.863599,-0.000660338923)
"G015433"	(81.63571842,-3.979110464e-05)
"G004733"	(2249.890671,-0.00109440532)
"P002820"	(108.2705556,-5.259883593e-05)
"O012073"	(1196.116634,-0.0005832964086)
"F003261"	(2310.553867,-0.001123916606)
"J001570"	(2391.724721,-0.001165459608)
"A004288"	(1371.771699,0.0007480104655)
"J011722"	(2579.087715,0.001405719579)
"M000074"	(158.8714457,8.667564303e-05)
"M015504"	(1325.273816,0.000723093943)
"L007520"	(312.149567,0.0001701073954)
"F000011"	(1443.175946,0.0007874013594)
"D012493"	(1565.593476,0.0008546132996)
"I009229"	(2451.937806,0.001335898652)
"M006551"	(2146.291493,0.001171541057)
"O006518"	(1635.193106,0.0008908632144)
"H002770"	(2712.534992,0.001480715777)
"I016133"	(736.3705469,0.0004007561137)
"G011802"	(2456.469731,0.001338776912)
"C014158"	(1503.327558,0.0008212269228)
"J007547"	(2447.396745,0.001333910237)
"D003621"	(2644.733929,0.001443149073)
"K012085"	(2878.213453,0.001601938612)
"N011389"	(443.5687373,0.0002468977522)
"P011297"	(2784.580276,0.001550101317)
"L004366"	(2713.590999,0.001512761281)
"M008911"	(2550.855888,0.00142060158)
"N008627"	(2246.175772,0.001252250765)
"B007755"	(1622.46014,0.0009040395323)
"O011502"	(158.5542132,8.849922062e-05)
"F008353"	(2083.007922,0.001159839062)
"B003803"	(2210.912896,0.001230961111)
"A001190"	(2443.031237,0.001361248901)
"B011451"	(3002.534214,0.001672028068)
"I010395"	(1374.882922,0.0007635931305)
"C008592"	(2421.379714,0.001347832454)
"M014687"	(1894.627307,0.001055194972)
"A013557"	(1302.220804,0.0007250990947)
"I003701"	(1016.182265,0.001149980018)
"C009498"	(2099.107848,0.002375540097)
"K011446"	(1387.452452,0.001570886751)
"J007753"	(1591.732707,0.001800888137)
"G010916"	(2507.15367,0.002837304065)
"L009504"	(2637.31917,0.002983447243)
"D004686"	(2474.571394,0.002800497806)
"L001229"	(1901.365648,0.002151503245)
"M013564"	(444.22764,0.0005025377445)
"F003199"	(2562.780897,0.002899205863)
"F011451"	(1985.278146,0.002250717212)
"P004927"	(2636.227728,0.002982596433)
"J008938"	(2793.38624,0.003157822624)
"L014664"	(2036.322169,0.002303375142)
"B015732"	(466.9353131,0.0005277346507)
"L008497"	(2876.687055,0.003252525893)
"E010177"	(2330.160485,-0.0003750255837)
"L012672"	(2440.967322,-0.0003917448483)
"O006314"	(605.4441975,-9.767500225e-05)
"A013812"	(2561.976458,-0.0004144159174)
"D010601"	(2730.774598,-0.0004397320626)
"K012240"	(2227.537023,-0.0003589728223)
"G003684"	(2674.509535,-0.000428787056)
"B004679"	(2272.287981,-0.0003639882891)
"N003053"	(2387.641645,-0.0003821570474)
"K005019"	(2411.15768,-0.0003876468634)
"D006420"	(1398.310731,-0.0002266447689)
"M010626"	(2492.250641,-0.000400965397)
"O000605"	(2196.726905,-0.0003537137235)
"G000346"	(262.6615017,-4.269165744e-05)
"A005665"	(2756.722818,-0.0004428983958)
"D013816"	(1215.510882,-0.000194163399)
"L000511"	(2510.359678,0.001298345892)
"K009279"	(1776.168267,0.0009173051821)
"G016021"	(2367.164499,0.00122448583)
"G000464"	(890.0997844,0.0004604342736)
"O014652"	(2052.314791,0.001062837326)
"B014639"	(2123.463185,0.001098497958)
"J012488"	(2591.168625,0.001340380532)
"D005073"	(2535.055098,0.001310683231)
"J015756"	(2432.519297,0.001256517115)
"H009399"	(2474.24462,0.00127757295)
"L008527"	(2533.09915,0.001311034376)
"D004209"	(1559.678864,0.0008052949552)
"C005263"	(2575.562749,0.001329534649)
"P006750"	(2775.80298,0.001434608098)
"J003065"	(2798.20543,0.001445985654)
"H001134"	(2636.888656,0.001362101326)
"C008619"	(2569.743117,0.001687079632)
"D000009"	(1431.923899,0.0009393168716)
"N005174"	(2302.352719,0.001511540679)
"G015909"	(2579.073952,0.001695313753)
"B015349"	(1679.361269,0.001104800954)
"M006509"	(1891.61009,0.001241294376)
"G013279"	(54.90187509,3.685511143e-05)
"B003876"	(2238.935935,0.001471460259)
"C005493"	(2111.738277,0.001386676288)
"A014541"	(2423.792185,0.001592663395)
"L000354"	(1756.383129,0.001155408596)
"P012490"	(2604.603079,0.001711393914)
"J012316"	(237.1196062,0.000155379601)
"H003349"	(1696.172316,0.001114997243)
"H009633"	(2851.800103,0.001873898868)
"B015894"	(1893.200461,0.001243205909)
"I009539"	(1856.324696,0.003269684317)
"C002590"	(1867.075591,0.003285636625)
"F009405"	(2364.274946,0.004162467785)
"K004351"	(1749.572965,0.003080852553)
"C001061"	(2114.045034,0.003723028237)
"J003591"	(134.0761371,0.0002362826126)
"A004169"	(2687.52114,0.004729553068)
"F010032"	(2762.770434,0.004862836081)
"I013876"	(1499.825356,0.002640081358)
"J000483"	(2363.607009,0.004163573702)
"O012539"	(2431.49394,0.004279567702)
"O005454"	(232.3799974,0.0004089449095)
"L010944"	(2732.014384,0.004810198711)
"C009376"	(1812.757159,0.003191072645)
"A007238"	(375.2945435,0.0006610937916)
"A001536"	(2062.600619,0.00363005908)
"H013553"	(2627.702672,0.001316982025)
"D012718"	(848.1067699,0.0004254659508)
"O001353"	(1753.34732,0.0008798440634)
"C006487"	(866.6374976,0.0004350659165)
"H007613"	(2093.992144,0.001050808996)
"A005963"	(1206.73791,0.0006055340581)
"B003810"	(1938.678817,0.0009735578078)
"E011386"	(2473.17631,0.001240199788)
"P013636"	(2595.048603,0.001301757366)
"E009464"	(2084.107538,0.001046253568)
"D015289"	(2611.317055,0.001311099718)
"J000537"	(2647.581614,0.001325897213)
"O005823"	(2580.296713,0.001293159702)
"O014487"	(681.0556617,0.0003417619743)
"F005933"	(2489.824375,0.001247631592)
"K012838"	(2086.359515,0.001046300993)
"H006806"	(2254.8497,0.001967828724)
"I006510"	(1015.960453,0.0008855983401)
"B003437"	(3081.756353,0.00268780176)
"J015645"	(1753.387933,0.001531654728)
"G009638"	(1343.412567,0.001171423583)
"I002706"	(1737.742826,0.001514616421)
"B006146"	(2485.785415,0.002165535581)
"F011484"	(1057.869306,0.0009233573581)
"A007411"	(2480.258165,0.002163993607)
"E006147"	(2141.855453,0.001867033679)
"A011199"	(2713.437157,0.002367599962)
"H001889"	(1967.77777,0.001716782311)
"E005752"	(1302.805955,0.001136020301)
"B001689"	(2366.277951,0.002063353083)
"P007637"	(2970.811442,0.002590922524)
"D004701"	(2095.039391,0.001827377829)
"D001426"	(1834.112104,0.001611030926)
"K003639"	(2421.924289,0.002125923894)
"G007751"	(1063.450409,0.0009334116643)
"K008127"	(1129.722784,0.0009910788784)
"L008788"	(2638.579843,0.002315665)
"O006259"	(2830.53841,0.002484405353)
"A012051"	(313.9456868,0.0002751069689)
"F011468"	(2482.026259,0.002177140038)
"O002137"	(1920.145869,0.001684593742)
"H011325"	(431.5514769,0.0003785321113)
"I014192"	(2684.801445,0.002357222716)
"J004020"	(1603.059977,0.001405918255)
"K016214"	(2257.54646,0.001978424729)
"P007138"	(2564.59234,0.002249568917)
"C009802"	(2564.426679,0.002250882527)
"B003375"	(2641.691066,0.002318216323)
"C005027"	(1777.190937,0.001238643875)
"P010904"	(2233.697686,0.001552301911)
"I002105"	(2099.843104,0.001461608184)
"I003157"	(1339.316866,0.0009319265081)
"H014458"	(2105.411641,0.001465386683)
"M012664"	(2682.007382,0.001867736825)
"C012124"	(1601.316273,0.001114841602)
"N013560"	(3024.929007,0.002105714681)
"N004401"	(2609.284566,0.001816159264)
"I015951"	(950.6805367,0.0006607293157)
"H015445"	(1449.550732,0.001009768348)
"A015014"	(1635.511287,0.001137633982)
"N007126"	(2369.360217,0.001646845502)
"N013351"	(27.38966145,1.894765553e-05)
"D014840"	(2103.4757,0.001464040968)
"O007055"	(401.0384925,0.0002786561241)
"K012623"	(1408.381046,0.0009875157628)
"K012586"	(1660.715919,0.001163670589)
"E011745"	(292.6182432,0.0002044716265)
"O011935"	(1834.478234,0.001285016267)
"M014033"	(2784.050897,0.001949908109)
"D001515"	(2639.442609,0.001849454358)
"K010195"	(548.5575463,0.0003841746473)
"C011549"	(1408.769382,0.0009883746686)
"B012922"	(2466.987408,0.001726322182)
"E001238"	(2461.978915,0.001727623935)
"G015998"	(108.6744999,7.326100613e-05)
"G009666"	(1535.362914,0.001075067821)
"F007286"	(794.9240788,0.0005559320465)
"D015255"	(2272.99737,0.00159048833)
"H012852"	(2704.456908,0.001893850864)
"N001031"	(3036.812422,0.002127673175)
"G005746"	(1724.516094,0.0009204045733)
"H012312"	(2787.357302,0.001488814989)
"G012553"	(261.9146533,0.0001402531558)
"F006769"	(1763.241669,0.0009417899094)
"B012300"	(1737.688943,0.0009277433749)
"C010268"	(2269.800264,0.001212721284)
"O008663"	(2774.419823,0.001482375891)
"D005136"	(2831.444916,0.001506186941)
"H011686"	(2002.429479,0.001070605788)
"H000717"	(2296.600856,0.001226689191)
"K004638"	(157.4586717,8.398533762e-05)
"G005586"	(2672.146773,0.001425061292)
"J002366"	(2158.680329,0.001152964837)
"G000057"	(1641.175364,0.0008772609921)
"O003518"	(1692.344092,0.0009047590445)
"H013996"	(2324.199597,0.001241675916)
"C012832"	(1033.007452,0.0008561918199)
"M001636"	(1514.600082,0.001255262003)
"C006353"	(1270.748858,0.001053941978)
"O000386"	(2543.331382,0.002107581122)
"D015096"	(1967.568143,0.001631952795)
"P006825"	(2284.844813,0.001891736204)
"P006346"	(2083.535417,0.001726262392)
"L012137"	(133.1336564,0.0001008087417)
"M013137"	(2080.040318,0.001724397808)
"F007272"	(2796.306598,0.002317801872)
"M012160"	(1881.14323,0.001558157231)
"B004896"	(2777.598718,0.002301307402)
"O014689"	(2565.239802,0.002124446155)
"O006636"	(2601.758853,0.002155300031)
"N000889"	(1180.071624,0.0009790717032)
"Q001565"	(915.7093848,0.0007599075041)
"O002259"	(2426.7322,0.002575219033)
"F015294"	(1910.543634,0.00202833429)
